    [3, 29, 60, 100, 45, 18, 87, 67, 67, 76, 18, 81, 36, 60, 25, 83, 14, 66, 26, 79, 90, 8, 40, 84, 7, 86, 69, 63, 99, 91, 3, 13, 8, 3, 2, 0, 30, 51, 100, 37, 57, 99, 58, 11, 57, 92, 74, 11, 11, 71, 17, 49, 95, 30, 24, 76, 73, 76, 70, 58, 73, 47, 14, 47, 65, 26, 97, 95, 59, 91, 22, 97, 50, 1, 56, 64, 72, 6, 13, 75, 50, 48, 59, 14, 80, 92, 32, 2, 85, 6, 22, 44, 33, 90, 10, 0, 7, 19, 52, 29],
    [22, 7, 77, 52, 62, 14, 74, 58, 18, 10, 48, 93, 8, 92, 51, 16, 95, 82, 100, 89, 100, 62, 63, 13, 44, 100, 83, 11, 28, 48, 87, 87, 47, 67, 23, 74, 52, 8, 40, 41, 96, 80, 24, 62, 63, 7, 6, 83, 90, 83, 99, 80, 71, 39, 50, 14, 10, 13, 83, 25, 65, 86, 24, 42, 53, 83, 64, 27, 86, 37, 7, 50, 64, 96, 65, 43, 30, 70, 70, 63, 13, 34, 83, 45, 12, 30, 7, 49, 74, 79, 38, 18, 9, 40, 64, 40, 73, 89, 27, 44],
    [80, 71, 83, 59, 95, 38, 61, 51, 13, 78, 50, 19, 15, 5, 12, 20, 51, 68, 44, 95, 89, 41, 98, 71, 12, 83, 40, 45, 77, 42, 31, 13, 48, 34, 37, 55, 96, 87, 83, 73, 54, 9, 76, 10, 43, 91, 76, 71, 44, 75, 63, 78, 60, 14, 84, 44, 22, 21, 9, 27, 87, 85, 23, 18, 14, 2, 98, 69, 35, 31, 7, 3, 92, 54, 89, 67, 78, 3, 43, 36, 63, 82, 55, 47, 70, 13, 66, 26, 47, 45, 34, 100, 3, 81, 46, 40, 16, 34, 34, 95],
    [97, 63, 21, 1, 75, 77, 20, 5, 3, 92, 89, 2, 57, 2, 90, 8, 25, 88, 8, 65, 43, 61, 17, 4, 76, 48, 78, 31, 92, 83, 10, 94, 63, 15, 19, 79, 3, 37, 99, 60, 55, 38, 19, 94, 66, 78, 78, 89, 70, 17, 5, 75, 42, 18, 84, 74, 30, 31, 70, 94, 34, 39, 93, 44, 67, 71, 45, 93, 55, 67, 66, 12, 20, 44, 94, 26, 69, 7, 69, 61, 12, 97, 25, 40, 76, 17, 61, 10, 91, 66, 39, 2, 25, 48, 97, 17, 53, 95, 53, 10],
    [43, 53, 62, 29, 23, 93, 32, 86, 89, 35, 42, 90, 83, 79, 40, 6, 60, 60, 27, 43, 92, 39, 32, 100, 73, 81, 16, 71, 93, 58, 5, 67, 30, 9, 98, 15, 4, 22, 54, 41, 68, 11, 39, 71, 96, 87, 84, 46, 91, 34, 34, 23, 92, 19, 41, 2, 39, 50, 98, 47, 85, 64, 27, 26, 58, 35, 29, 66, 83, 84, 54, 91, 16, 45, 55, 94, 37, 78, 50, 3, 91, 43, 96, 68, 28, 55, 61, 56, 23, 7, 14, 68, 19, 70, 37, 77, 29, 50, 25, 66],
    [22, 25, 45, 34, 83, 23, 23, 19, 44, 88, 46, 3, 66, 3, 16, 75, 51, 52, 7, 40, 55, 47, 22, 50, 43, 57, 61, 6, 27, 39, 0, 79, 6, 40, 70, 38, 32, 39, 46, 18, 77, 72, 77, 13, 63, 91, 20, 32, 97, 37, 99, 30, 4, 94, 31, 63, 50, 24, 56, 78, 35, 45, 85, 72, 34, 9, 64, 26, 63, 100, 60, 10, 40, 92, 65, 57, 0, 50, 27, 73, 35, 52, 68, 18, 57, 49, 37, 36, 47, 44, 70, 17, 23, 62, 27, 51, 7, 4, 30, 34],
    [45, 56, 95, 21, 7, 79, 91, 2, 3, 77, 66, 14, 87, 48, 94, 67, 84, 85, 64, 38, 73, 33, 53, 22, 56, 33, 82, 56, 44, 91, 57, 86, 42, 11, 44, 91, 87, 5, 30, 73, 29, 2, 46, 91, 12, 90, 47, 2, 90, 68, 6, 15, 77, 20, 65, 40, 66, 48, 44, 45, 62, 82, 12, 71, 26, 29, 100, 99, 38, 38, 66, 78, 82, 74, 13, 22, 56, 26, 7, 88, 73, 68, 91, 4, 40, 91, 26, 99, 79, 31, 41, 95, 22, 61, 90, 72, 77, 10, 14, 85],
    [54, 82, 9, 26, 58, 3, 79, 38, 27, 46, 59, 59, 26, 5, 17, 55, 16, 55, 91, 91, 89, 61, 79, 31, 93, 73, 65, 0, 36, 64, 21, 77, 42, 15, 16, 17, 18, 48, 60, 0, 71, 1, 15, 9, 59, 45, 21, 31, 98, 7, 92, 74, 96, 32, 22, 45, 45, 47, 95, 53, 51, 49, 85, 44, 93, 50, 15, 6, 41, 33, 90, 17, 72, 76, 15, 1, 91, 68, 57, 10, 53, 42, 71, 8, 36, 46, 81, 23, 56, 76, 36, 59, 22, 17, 93, 89, 50, 9, 91, 68],
    [87, 77, 2, 90, 17, 87, 68, 74, 91, 96, 24, 46, 15, 21, 52, 5, 18, 83, 47, 3, 68, 34, 42, 30, 48, 48, 44, 49, 100, 48, 56, 33, 43, 46, 36, 65, 35, 55, 87, 18, 4, 95, 9, 52, 54, 45, 62, 13, 85, 54, 14, 20, 54, 64, 31, 100, 24, 100, 26, 73, 27, 0, 99, 33, 69, 84, 50, 11, 21, 40, 6, 55, 8, 32, 20, 50, 16, 34, 6, 46, 8, 76, 33, 51, 32, 92, 13, 73, 13, 18, 11, 98, 67, 91, 90, 20, 84, 44, 50, 45],
    [12, 54, 61, 45, 6, 35, 86, 62, 70, 41, 73, 60, 24, 21, 26, 39, 86, 10, 12, 72, 45, 8, 95, 48, 64, 35, 12, 39, 53, 24, 86, 21, 18, 72, 91, 52, 25, 62, 77, 19, 87, 73, 49, 85, 55, 88, 69, 34, 24, 12, 11, 98, 94, 0, 16, 38, 7, 50, 86, 29, 4, 19, 97, 4, 32, 56, 74, 25, 15, 91, 64, 14, 32, 91, 81, 7, 69, 12, 62, 59, 75, 87, 77, 3, 36, 94, 66, 75, 24, 16, 73, 8, 20, 0, 11, 29, 34, 79, 19, 95],
    [49, 41, 7, 13, 8, 67, 29, 48, 30, 80, 5, 92, 70, 76, 9, 45, 46, 34, 64, 83, 96, 32, 10, 24, 12, 37, 63, 74, 31, 64, 92, 66, 40, 26, 23, 60, 61, 4, 72, 62, 85, 56, 43, 67, 47, 92, 96, 12, 20, 88, 74, 96, 72, 13, 58, 1, 29, 1, 70, 79, 83, 70, 2, 77, 49, 62, 1, 13, 9, 41, 49, 7, 11, 16, 49, 12, 33, 33, 63, 74, 38, 41, 53, 55, 40, 69, 37, 61, 12, 75, 69, 47, 2, 0, 89, 85, 17, 46, 35, 5],
    [48, 57, 55, 42, 47, 54, 8, 44, 64, 37, 75, 82, 7, 41, 50, 7, 67, 42, 81, 92, 65, 64, 3, 44, 60, 0, 26, 1, 61, 4, 37, 3, 96, 97, 53, 3, 15, 89, 0, 23, 13, 11, 17, 59, 97, 47, 71, 93, 44, 84, 82, 6, 42, 19, 42, 9, 81, 64, 48, 6, 55, 54, 12, 47, 91, 30, 32, 57, 99, 65, 79, 97, 2, 51, 19, 47, 9, 42, 82, 17, 15, 36, 43, 96, 17, 80, 78, 93, 34, 60, 80, 66, 95, 84, 63, 12, 59, 73, 89, 95],
    [18, 24, 45, 68, 24, 83, 74, 5, 59, 98, 99, 87, 51, 49, 50, 80, 66, 38, 22, 66, 93, 27, 83, 19, 82, 27, 50, 18, 8, 20, 84, 41, 82, 74, 21, 27, 68, 22, 12, 59, 29, 52, 97, 90, 5, 86, 36, 43, 21, 34, 52, 89, 50, 26, 2, 16, 88, 2, 16, 49, 25, 13, 92, 93, 98, 33, 5, 6, 69, 91, 1, 71, 13, 43, 63, 61, 69, 88, 3, 20, 96, 75, 43, 77, 66, 91, 67, 98, 94, 10, 38, 78, 68, 37, 62, 23, 98, 10, 40, 64],
    [30, 41, 73, 65, 95, 59, 47, 0, 72, 24, 48, 12, 9, 11, 53, 8, 21, 100, 45, 59, 62, 40, 80, 50, 75, 37, 0, 35, 62, 36, 24, 64, 68, 71, 92, 77, 15, 25, 12, 4, 88, 100, 43, 94, 38, 70, 76, 77, 6, 90, 58, 80, 93, 61, 59, 4, 30, 78, 25, 27, 88, 37, 95, 30, 97, 12, 34, 6, 17, 59, 36, 73, 71, 15, 31, 6, 57, 11, 21, 28, 13, 95, 62, 71, 62, 99, 41, 50, 26, 28, 3, 70, 36, 72, 99, 86, 31, 50, 47, 93],
    [31, 3, 9, 43, 100, 10, 1, 40, 56, 83, 65, 51, 53, 59, 41, 89, 34, 86, 72, 94, 67, 7, 26, 46, 53, 22, 29, 46, 0, 12, 23, 79, 56, 66, 60, 79, 15, 99, 9, 36, 96, 2, 31, 84, 59, 48, 71, 67, 43, 87, 46, 64, 32, 46, 9, 60, 85, 54, 63, 64, 24, 24, 89, 46, 86, 5, 1, 3, 76, 85, 18, 59, 23, 73, 40, 21, 87, 96, 46, 70, 77, 38, 45, 35, 25, 86, 29, 67, 56, 94, 4, 62, 98, 5, 62, 15, 8, 46, 12, 100],
    [90, 38, 10, 52, 56, 36, 53, 41, 7, 97, 16, 76, 51, 99, 28, 0, 70, 91, 3, 1, 82, 66, 34, 69, 36, 91, 52, 1, 51, 62, 97, 80, 89, 65, 80, 72, 21, 60, 52, 33, 13, 0, 79, 98, 81, 4, 74, 3, 35, 83, 43, 96, 0, 30, 8, 59, 70, 100, 87, 5, 55, 64, 60, 1, 84, 83, 21, 89, 100, 87, 85, 0, 89, 49, 87, 41, 21, 38, 11, 90, 56, 52, 98, 39, 79, 56, 47, 35, 92, 57, 60, 77, 62, 99, 63, 27, 94, 50, 27, 51],
    [91, 44, 77, 34, 8, 30, 94, 51, 86, 77, 84, 15, 96, 97, 70, 36, 11, 33, 85, 95, 62, 94, 7, 66, 67, 5, 31, 23, 4, 97, 36, 47, 5, 65, 71, 79, 92, 58, 57, 89, 53, 45, 4, 71, 39, 1, 48, 72, 34, 62, 20, 93, 34, 52, 79, 22, 39, 88, 74, 96, 36, 26, 64, 67, 23, 84, 32, 80, 72, 69, 22, 41, 24, 73, 90, 81, 42, 15, 28, 61, 59, 36, 13, 92, 0, 94, 23, 86, 26, 66, 31, 38, 16, 46, 93, 63, 34, 39, 29, 25],
    [9, 78, 64, 99, 18, 97, 28, 13, 69, 8, 84, 96, 31, 74, 14, 74, 54, 4, 51, 28, 40, 63, 27, 44, 13, 80, 31, 40, 23, 17, 2, 79, 5, 36, 48, 73, 93, 72, 44, 9, 53, 98, 49, 70, 56, 89, 4, 96, 50, 89, 42, 64, 23, 34, 7, 38, 65, 84, 20, 4, 86, 67, 77, 84, 38, 24, 20, 63, 95, 90, 40, 83, 46, 86, 93, 21, 19, 50, 97, 65, 13, 66, 84, 26, 8, 96, 70, 59, 90, 14, 47, 57, 95, 10, 36, 94, 30, 59, 47, 91],
    [60, 99, 89, 30, 68, 38, 36, 92, 36, 20, 88, 17, 13, 69, 79, 95, 21, 38, 8, 86, 91, 49, 38, 99, 86, 95, 74, 61, 52, 100, 36, 42, 2, 45, 62, 76, 37, 41, 12, 88, 94, 99, 35, 14, 11, 87, 37, 89, 94, 37, 39, 81, 36, 56, 86, 2, 56, 52, 85, 31, 79, 91, 4, 56, 71, 85, 19, 83, 51, 10, 22, 55, 87, 2, 71, 35, 30, 93, 18, 41, 47, 19, 89, 69, 38, 26, 55, 52, 100, 60, 21, 83, 16, 71, 42, 89, 27, 93, 56, 54],
    [85, 59, 20, 72, 81, 41, 88, 33, 74, 53, 79, 10, 5, 70, 98, 54, 20, 97, 45, 100, 83, 63, 36, 53, 99, 36, 82, 73, 23, 50, 67, 82, 23, 53, 82, 97, 54, 51, 48, 39, 84, 31, 30, 50, 94, 85, 46, 34, 65, 98, 94, 46, 60, 66, 44, 77, 31, 82, 27, 11, 52, 2, 5, 18, 58, 6, 53, 82, 52, 60, 39, 23, 60, 45, 56, 90, 16, 84, 43, 68, 17, 74, 17, 0, 40, 91, 46, 30, 94, 30, 43, 67, 35, 48, 74, 93, 58, 22, 36, 27],
    [16, 61, 85, 57, 46, 61, 28, 50, 87, 58, 24, 25, 68, 43, 72, 71, 34, 2, 73, 69, 15, 12, 14, 50, 27, 17, 51, 70, 80, 93, 1, 71, 29, 36, 28, 66, 15, 66, 49, 87, 77, 100, 2, 28, 66, 29, 39, 37, 76, 53, 18, 62, 92, 79, 5, 66, 49, 58, 73, 34, 1, 79, 13, 49, 98, 100, 27, 73, 38, 6, 19, 3, 66, 75, 44, 31, 54, 68, 43, 51, 31, 77, 27, 90, 97, 9, 41, 87, 55, 28, 85, 75, 33, 51, 88, 84, 13, 9, 59, 39],
    [26, 74, 95, 36, 19, 49, 68, 10, 3, 99, 69, 93, 41, 71, 98, 37, 9, 2, 61, 68, 57, 6, 70, 20, 84, 14, 97, 21, 75, 19, 96, 64, 47, 39, 46, 97, 57, 21, 80, 28, 74, 14, 62, 80, 55, 55, 48, 19, 65, 10, 78, 65, 3, 28, 1, 3, 22, 34, 90, 8, 36, 53, 17, 11, 37, 40, 59, 16, 93, 98, 40, 21, 41, 36, 55, 10, 34, 40, 90, 27, 94, 12, 90, 76, 88, 60, 39, 72, 74, 88, 47, 1, 72, 89, 9, 25, 97, 95, 20, 81],
    [94, 33, 9, 83, 82, 78, 32, 95, 100, 85, 88, 100, 9, 4, 22, 19, 59, 23, 71, 100, 92, 39, 50, 28, 62, 15, 1, 68, 95, 100, 54, 42, 64, 68, 2, 42, 36, 19, 76, 88, 74, 94, 89, 18, 15, 23, 24, 14, 74, 18, 25, 33, 53, 94, 56, 14, 1, 2, 40, 67, 7, 93, 91, 44, 24, 59, 64, 50, 100, 25, 50, 34, 65, 69, 27, 22, 22, 94, 61, 55, 8, 27, 22, 99, 9, 29, 76, 5, 89, 42, 39, 55, 4, 86, 66, 3, 21, 27, 18, 19],
    [24, 65, 50, 58, 80, 20, 1, 88, 13, 74, 56, 70, 23, 10, 44, 37, 48, 60, 67, 66, 25, 100, 38, 34, 55, 2, 95, 37, 69, 10, 35, 99, 96, 23, 15, 91, 48, 23, 4, 95, 82, 73, 41, 93, 33, 86, 45, 51, 35, 84, 26, 89, 2, 58, 25, 66, 87, 45, 81, 58, 16, 50, 69, 20, 12, 30, 3, 0, 36, 11, 81, 42, 26, 78, 74, 14, 87, 18, 26, 47, 99, 4, 87, 63, 19, 13, 28, 26, 30, 43, 18, 16, 83, 22, 41, 83, 99, 12, 18, 54],
    [35, 80, 51, 93, 21, 75, 47, 33, 1, 63, 52, 31, 14, 32, 9, 68, 77, 32, 44, 55, 92, 9, 47, 7, 4, 36, 35, 44, 4, 10, 36, 98, 70, 23, 40, 10, 23, 3, 79, 73, 45, 18, 41, 65, 29, 39, 69, 50, 72, 5, 96, 9, 92, 67, 25, 72, 11, 74, 53, 88, 13, 92, 31, 9, 78, 23, 23, 44, 75, 65, 84, 96, 93, 59, 20, 98, 4, 70, 38, 31, 58, 98, 53, 81, 80, 79, 5, 79, 62, 37, 3, 0, 28, 16, 25, 76, 17, 44, 48, 54],
    [9, 70, 32, 1, 99, 11, 43, 17, 91, 31, 51, 18, 46, 61, 41, 19, 98, 32, 56, 47, 12, 17, 42, 3, 40, 14, 84, 42, 13, 99, 39, 26, 69, 73, 99, 99, 38, 61, 53, 4, 90, 93, 6, 3, 55, 99, 50, 3, 4, 24, 32, 46, 27, 65, 36, 63, 43, 60, 10, 38, 76, 1, 68, 90, 36, 76, 59, 33, 21, 72, 85, 1, 0, 48, 73, 7, 98, 35, 4, 77, 74, 78, 97, 96, 68, 96, 33, 50, 67, 22, 73, 27, 63, 87, 25, 5, 98, 11, 32, 4],
    [17, 17, 94, 10, 57, 62, 23, 14, 27, 83, 20, 42, 39, 16, 11, 46, 35, 15, 14, 37, 18, 57, 60, 21, 19, 60, 37, 100, 31, 69, 56, 18, 42, 97, 20, 31, 41, 65, 81, 49, 49, 51, 85, 30, 50, 51, 80, 23, 93, 25, 27, 55, 3, 55, 16, 64, 82, 20, 71, 65, 18, 86, 67, 96, 30, 16, 10, 77, 51, 99, 13, 49, 62, 20, 94, 29, 54, 19, 45, 15, 22, 94, 44, 58, 7, 30, 4, 73, 19, 76, 90, 93, 83, 94, 7, 51, 35, 8, 79, 3],
    [11, 35, 64, 37, 61, 98, 86, 2, 9, 5, 58, 60, 63, 38, 66, 98, 7, 19, 81, 9, 3, 75, 52, 11, 91, 75, 32, 61, 20, 19, 13, 54, 44, 14, 44, 91, 100, 81, 69, 45, 77, 79, 68, 97, 23, 42, 36, 1, 32, 62, 52, 47, 83, 68, 59, 78, 23, 71, 20, 91, 33, 74, 85, 93, 76, 1, 79, 5, 26, 62, 35, 37, 37, 90, 96, 71, 64, 4, 90, 85, 24, 65, 27, 55, 86, 23, 30, 73, 62, 99, 14, 13, 87, 69, 65, 5, 87, 22, 17, 77],
    [54, 27, 41, 42, 24, 32, 65, 93, 73, 28, 15, 30, 39, 35, 10, 70, 24, 86, 41, 6, 35, 76, 44, 62, 0, 36, 16, 79, 81, 81, 29, 51, 87, 17, 71, 0, 57, 34, 15, 96, 48, 65, 31, 17, 50, 17, 90, 98, 78, 14, 61, 51, 60, 9, 86, 38, 94, 76, 36, 93, 93, 81, 27, 10, 89, 48, 62, 34, 59, 37, 31, 27, 33, 61, 49, 6, 33, 17, 61, 18, 60, 57, 0, 98, 92, 28, 46, 54, 9, 78, 0, 4, 76, 29, 88, 55, 76, 41, 97, 44],
    [98, 93, 52, 34, 86, 17, 91, 84, 10, 4, 7, 5, 32, 98, 21, 2, 50, 92, 50, 35, 13, 94, 12, 28, 77, 81, 62, 5, 29, 30, 66, 32, 72, 13, 81, 30, 99, 2, 12, 27, 31, 80, 9, 0, 3, 28, 20, 11, 38, 67, 96, 12, 41, 96, 80, 83, 94, 59, 58, 30, 66, 9, 92, 13, 53, 96, 67, 74, 20, 83, 80, 31, 67, 2, 90, 65, 76, 14, 15, 88, 33, 93, 82, 8, 45, 13, 55, 12, 0, 52, 15, 6, 99, 14, 36, 39, 14, 48, 0, 67],
    [89, 60, 90, 39, 35, 62, 95, 69, 9, 25, 62, 43, 92, 48, 94, 86, 10, 29, 29, 5, 61, 85, 24, 9, 20, 25, 76, 2, 32, 100, 38, 67, 29, 54, 5, 90, 29, 93, 85, 79, 2, 42, 21, 48, 78, 92, 52, 20, 26, 93, 67, 36, 25, 78, 8, 19, 22, 36, 9, 18, 26, 90, 10, 18, 87, 21, 77, 80, 38, 18, 90, 29, 22, 20, 9, 85, 31, 52, 37, 99, 5, 69, 92, 40, 85, 30, 62, 1, 52, 96, 57, 13, 9, 12, 73, 65, 29, 40, 4, 26],
    [20, 73, 50, 76, 44, 47, 80, 85, 11, 25, 22, 62, 7, 24, 42, 70, 23, 8, 86, 89, 14, 46, 42, 37, 89, 96, 77, 57, 36, 6, 76, 60, 8, 1, 5, 54, 19, 28, 18, 24, 29, 60, 91, 13, 39, 1, 11, 88, 8, 65, 26, 25, 67, 68, 98, 96, 29, 0, 57, 43, 4, 95, 38, 31, 1, 23, 13, 41, 84, 63, 98, 57, 30, 94, 9, 73, 23, 9, 41, 39, 86, 36, 76, 47, 2, 49, 8, 56, 54, 22, 65, 52, 95, 62, 53, 17, 81, 64, 72, 42],
    [87, 70, 50, 4, 100, 82, 30, 20, 30, 98, 20, 38, 13, 79, 67, 67, 79, 60, 53, 8, 97, 26, 21, 42, 93, 47, 70, 26, 79, 18, 34, 55, 36, 69, 89, 98, 71, 98, 23, 78, 26, 37, 18, 4, 65, 9, 63, 15, 11, 39, 22, 57, 67, 20, 38, 66, 52, 64, 29, 13, 100, 64, 65, 88, 56, 4, 66, 54, 31, 16, 67, 14, 0, 60, 17, 42, 87, 93, 17, 75, 48, 42, 49, 95, 49, 46, 61, 89, 74, 99, 47, 63, 46, 54, 53, 16, 27, 25, 24, 20],
    [36, 16, 40, 28, 26, 71, 19, 88, 14, 46, 17, 19, 11, 56, 46, 45, 66, 74, 33, 28, 79, 10, 43, 13, 52, 91, 90, 68, 75, 52, 8, 98, 78, 60, 78, 41, 2, 22, 14, 34, 61, 4, 70, 84, 51, 36, 31, 38, 60, 36, 72, 45, 0, 91, 21, 82, 34, 0, 19, 7, 17, 6, 80, 66, 87, 20, 74, 12, 38, 5, 53, 31, 8, 55, 21, 78, 47, 72, 11, 28, 74, 14, 96, 14, 10, 74, 30, 7, 98, 81, 15, 55, 56, 18, 26, 36, 13, 88, 44, 69],
    [56, 75, 22, 83, 33, 54, 10, 18, 87, 99, 22, 59, 41, 85, 98, 8, 60, 8, 35, 92, 54, 19, 1, 6, 20, 23, 27, 95, 67, 73, 14, 8, 67, 95, 89, 29, 81, 81, 70, 75, 55, 13, 22, 12, 95, 6, 34, 1, 30, 3, 0, 28, 29, 66, 100, 92, 0, 78, 9, 86, 35, 32, 77, 83, 90, 56, 100, 95, 16, 62, 50, 45, 73, 49, 72, 80, 26, 51, 40, 8, 87, 73, 68, 90, 31, 13, 68, 81, 9, 73, 17, 72, 85, 66, 9, 48, 52, 100, 74, 5],
    [14, 74, 84, 42, 55, 95, 90, 75, 19, 91, 14, 93, 97, 15, 87, 92, 12, 49, 99, 84, 54, 3, 56, 100, 99, 61, 34, 0, 26, 99, 42, 31, 17, 29, 71, 37, 45, 18, 65, 33, 51, 49, 62, 29, 21, 86, 70, 85, 13, 79, 32, 98, 44, 81, 37, 10, 85, 9, 85, 21, 46, 53, 26, 90, 37, 22, 22, 53, 46, 1, 44, 59, 0, 92, 31, 95, 73, 2, 75, 63, 22, 60, 50, 19, 57, 93, 97, 98, 69, 21, 88, 12, 53, 18, 54, 66, 14, 4, 91, 87],
